Date	Date in text	division	taxon name	Biomass concentration	genus
Date	Date in text	division	taxa_name	biomass_conc (mg/L)	genus
2007/4/2	2007-04-02	Bacillariophyta	Fragilaria construens	0.00300000000	Fragilaria
2007/4/2	2007-04-02	Bacillariophyta	Navicula  	0.03690000000	Navicula
2007/4/2	2007-04-02	Bacillariophyta	Nitzschia palea 	0.00230000000	Nitzschia
2007/4/2	2007-04-02	Bacillariophyta	Stephanodiscus parvus 	0.10160000000	Stephanodiscus
2007/4/2	2007-04-02	Bacillariophyta	Synedra filiformis	0.01360000000	Synedra
2007/4/2	2007-04-02	Chlorophyta	Chlorococcaceae	0.00160000000	
2007/4/2	2007-04-02	Chlorophyta	Chlamydomonas  	0.01810000000	Chlamydomonas
2007/4/2	2007-04-02	Chlorophyta	Closterium 	0.00940000000	Closterium
2007/4/2	2007-04-02	Chlorophyta	Monomastix astigmata	0.00310000000	Monomastix
2007/4/2	2007-04-02	Chlorophyta	Monoraphidium capricornutum	0.00010000000	Monoraphidium
2007/4/2	2007-04-02	Chlorophyta	Schroederia judayi 	0.00050000000	Schroederia
2007/4/2	2007-04-02	Chrysophyta	Dinobryon	0.00930000000	Dinobryon
2007/4/2	2007-04-02	Chrysophyta	Dinobryon sertularia 	0.00270000000	Dinobryon
2007/4/2	2007-04-02	Chrysophyta	Erkenia subaequiciliata 	0.02720000000	Erkenia
2007/4/2	2007-04-02	Chrysophyta	Kephyrion gracilis 	0.00050000000	Kephyrion
2007/4/2	2007-04-02	Chrysophyta	Mallomonas akrokomas 	0.00930000000	Mallomonas
2007/4/2	2007-04-02	Chrysophyta	Uroglena  	0.03700000000	Uroglena
2007/4/2	2007-04-02	Cryptophyta	Cryptomonas erosa 	0.15190000000	Cryptomonas
2007/4/2	2007-04-02	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01130000000	Rhodomonas
2007/4/2	2007-04-02	Cyanophyta	Chroococcaceae	0.00290000000	
2007/4/2	2007-04-02	Cyanophyta	Aphanocapsa delicatissima 	0.00010000000	Aphanocapsa
2007/4/2	2007-04-02	Cyanophyta	Synechococcus elongatus 	0.00020000000	Synechococcus
2007/4/2	2007-04-02	Cyanophyta	Synechococcus sp1 	0.00230000000	Synechococcus
2007/4/2	2007-04-02	Cyanophyta	Synechocystis  	0.00120000000	Synechocystis
2007/4/2	2007-04-02	Miscellaneous	Miscellaneous	0.00100000000	
2007/4/2	2007-04-02	Pyrrhophyta	Gymnodinium sp3 	0.00140000000	Gymnodinium
2007/4/16	2007-04-16	Bacillariophyta	Aulacoseira ambigua 	0.02760000000	Aulacoseira
2007/4/16	2007-04-16	Bacillariophyta	Fragilaria construens	0.10720000000	Fragilaria
2007/4/16	2007-04-16	Bacillariophyta	Fragilaria crotonensis 	0.01590000000	Fragilaria
2007/4/16	2007-04-16	Bacillariophyta	Melosira varians	0.28240000000	Melosira
2007/4/16	2007-04-16	Bacillariophyta	Stephanodiscus medius 	0.00300000000	Stephanodiscus
2007/4/16	2007-04-16	Bacillariophyta	Stephanodiscus parvus 	1.41590000000	Stephanodiscus
2007/4/16	2007-04-16	Bacillariophyta	Synedra filiformis	0.05820000000	Synedra
2007/4/16	2007-04-16	Chlorophyta	Chlorococcaceae	0.00390000000	
2007/4/16	2007-04-16	Chlorophyta	Ankistrodesmus falcatus 	0.00110000000	Ankistrodesmus
2007/4/16	2007-04-16	Chlorophyta	Chlamydomonas  	0.02110000000	Chlamydomonas
2007/4/16	2007-04-16	Chlorophyta	Scenedesmus bijuga 	0.00090000000	Scenedesmus
2007/4/16	2007-04-16	Chrysophyta	Dinobryon	0.00240000000	Dinobryon
2007/4/16	2007-04-16	Chrysophyta	Erkenia subaequiciliata 	0.01920000000	Erkenia
2007/4/16	2007-04-16	Chrysophyta	Mallomonas akrokomas 	0.01140000000	Mallomonas
2007/4/16	2007-04-16	Chrysophyta	Uroglena  	0.00480000000	Uroglena
2007/4/16	2007-04-16	Cryptophyta	Cryptomonas erosa 	0.21450000000	Cryptomonas
2007/4/16	2007-04-16	Cryptophyta	Cryptomonas lucens 	0.01020000000	Cryptomonas
2007/4/16	2007-04-16	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00980000000	Rhodomonas
2007/4/16	2007-04-16	Cyanophyta	Chroococcaceae	0.00310000000	
2007/4/16	2007-04-16	Cyanophyta	Aphanizomenon flos-aquae	0.01410000000	Aphanizomenon
2007/4/16	2007-04-16	Cyanophyta	Phormidium mucicola	0.00040000000	Pseudanabaena
2007/4/16	2007-04-16	Cyanophyta	Synechococcus elongatus 	0.00010000000	Synechococcus
2007/4/16	2007-04-16	Cyanophyta	Synechococcus sp1 	0.00100000000	Synechococcus
2007/4/16	2007-04-16	Cyanophyta	Synechocystis  	0.00180000000	Synechocystis
2007/4/16	2007-04-16	Pyrrhophyta	Gymnodinium sp3 	0.00290000000	Gymnodinium
2007/4/16	2007-04-16	Pyrrhophyta	Peridinium  	0.01600000000	Peridinium
2007/4/30	2007-04-30	Bacillariophyta	Aulacoseira ambigua 	0.01200000000	Aulacoseira
2007/4/30	2007-04-30	Bacillariophyta	Fragilaria construens	0.00910000000	Fragilaria
2007/4/30	2007-04-30	Bacillariophyta	Fragilaria crotonensis 	0.03430000000	Fragilaria
2007/4/30	2007-04-30	Bacillariophyta	Stephanodiscus parvus 	0.18960000000	Stephanodiscus
2007/4/30	2007-04-30	Bacillariophyta	Synedra delicatissima	0.00250000000	Synedra
2007/4/30	2007-04-30	Bacillariophyta	Synedra filiformis	0.00970000000	Synedra
2007/4/30	2007-04-30	Chlorophyta	Chlamydomonas  	0.02540000000	Chlamydomonas
2007/4/30	2007-04-30	Chlorophyta	Chlamydomonas globosa 	0.00950000000	Chlamydomonas
2007/4/30	2007-04-30	Chlorophyta	Monomastix astigmata	0.00010000000	Monomastix
2007/4/30	2007-04-30	Chlorophyta	Schroederia judayi 	0.00120000000	Schroederia
2007/4/30	2007-04-30	Chlorophyta	Tetrastrum staurogeniaeforme 	0.00030000000	Tetrastrum
2007/4/30	2007-04-30	Chrysophyta	Erkenia subaequiciliata 	0.04260000000	Erkenia
2007/4/30	2007-04-30	Chrysophyta	Mallomonas akrokomas 	0.00340000000	Mallomonas
2007/4/30	2007-04-30	Chrysophyta	Uroglena  	0.00120000000	Uroglena
2007/4/30	2007-04-30	Cryptophyta	Cryptomonas erosa 	0.12850000000	Cryptomonas
2007/4/30	2007-04-30	Cryptophyta	Cryptomonas lucens 	0.00110000000	Cryptomonas
2007/4/30	2007-04-30	Cryptophyta	Cryptomonas rostratiformis 	0.04470000000	Cryptomonas
2007/4/30	2007-04-30	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.02560000000	Rhodomonas
2007/4/30	2007-04-30	Cryptophyta	Rhodomonas minuta 	0.00170000000	Rhodomonas
2007/4/30	2007-04-30	Cyanophyta	Chroococcaceae	0.00330000000	
2007/4/30	2007-04-30	Cyanophyta	Aphanizomenon flos-aquae	0.00910000000	Aphanizomenon
2007/4/30	2007-04-30	Cyanophyta	Phormidium mucicola	0.00010000000	Pseudanabaena
2007/4/30	2007-04-30	Cyanophyta	Synechococcus sp1 	0.00070000000	Synechococcus
2007/4/30	2007-04-30	Cyanophyta	Synechocystis  	0.00050000000	Synechocystis
2007/4/30	2007-04-30	Miscellaneous	Miscellaneous	0.00590000000	
2007/4/30	2007-04-30	Pyrrhophyta	Gymnodinium sp2 	0.00910000000	Gymnodinium
2007/4/30	2007-04-30	Pyrrhophyta	Peridinium umbonatum 	0.00800000000	Peridinium
2007/5/14	2007-05-14	Chlorophyta	Chlamydomonas  	0.00030000000	Chlamydomonas
2007/5/14	2007-05-14	Chlorophyta	Chlamydomonas globosa 	0.00110000000	Chlamydomonas
2007/5/14	2007-05-14	Chlorophyta	Schroederia judayi 	0.00320000000	Schroederia
2007/5/14	2007-05-14	Chrysophyta	Erkenia subaequiciliata 	0.00010000000	Erkenia
2007/5/14	2007-05-14	Chrysophyta	Uroglena  	0.00040000000	Uroglena
2007/5/14	2007-05-14	Cryptophyta	Cryptomonas erosa 	0.00090000000	Cryptomonas
2007/5/14	2007-05-14	Cryptophyta	Cryptomonas gracilis	0.00160000000	Cryptomonas
2007/5/14	2007-05-14	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00100000000	Rhodomonas
2007/5/14	2007-05-14	Cyanophyta	Chroococcaceae	0.00070000000	
2007/5/14	2007-05-14	Cyanophyta	Aphanizomenon flos-aquae	0.00340000000	Aphanizomenon
2007/5/14	2007-05-14	Cyanophyta	Cyanogranis ferruginea	0.00030000000	Cyanogranis
2007/5/14	2007-05-14	Cyanophyta	Oscillatoria limnetica 	0.00030000000	Pseudanabaena
2007/5/14	2007-05-14	Cyanophyta	Synechococcus elongatus 	0.00060000000	Synechococcus
2007/5/14	2007-05-14	Cyanophyta	Synechococcus sp1 	0.00170000000	Synechococcus
2007/5/14	2007-05-14	Cyanophyta	Synechocystis  	0.00170000000	Synechocystis
2007/5/29	2007-05-29	Bacillariophyta	Stephanodiscus parvus 	0.00150000000	Stephanodiscus
2007/5/29	2007-05-29	Bacillariophyta	Synedra cyclopum 	0.00470000000	Synedra
2007/5/29	2007-05-29	Chlorophyta	Chlorococcaceae	0.01250000000	
2007/5/29	2007-05-29	Chlorophyta	Chlamydomonas platystigma 	0.00340000000	Chlamydomonas
2007/5/29	2007-05-29	Chlorophyta	Monomastix astigmata	0.00150000000	Monomastix
2007/5/29	2007-05-29	Chlorophyta	Monoraphidium capricornutum	0.00010000000	Monoraphidium
2007/5/29	2007-05-29	Chlorophyta	Schroederia judayi 	0.00360000000	Schroederia
2007/5/29	2007-05-29	Chlorophyta	Schroederia setigera 	0.00190000000	Schroederia
2007/5/29	2007-05-29	Chlorophyta	Sphaerocystis schroeteri 	0.00810000000	Sphaerocystis
2007/5/29	2007-05-29	Cryptophyta	Cryptomonas erosa 	0.02490000000	Cryptomonas
2007/5/29	2007-05-29	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01550000000	Rhodomonas
2007/5/29	2007-05-29	Cryptophyta	Rhodomonas minuta 	0.00040000000	Rhodomonas
2007/5/29	2007-05-29	Cyanophyta	Anabaena lemmermannii	0.00920000000	Anabaena
2007/5/29	2007-05-29	Cyanophyta	Aphanizomenon flos-aquae	0.02700000000	Aphanizomenon
2007/5/29	2007-05-29	Cyanophyta	Chroococcus minutus 	0.00170000000	Chroococcus
2007/5/29	2007-05-29	Cyanophyta	Microcystis aeruginosa 	0.00150000000	Microcystis
2007/5/29	2007-05-29	Cyanophyta	Microcystis aeruginosa 	0.00200000000	Microcystis
2007/5/29	2007-05-29	Cyanophyta	Synechococcus elongatus 	0.00010000000	Synechococcus
2007/5/29	2007-05-29	Cyanophyta	Synechocystis  	0.00010000000	Synechocystis
2007/5/29	2007-05-29	Euglenophyta	Euglena  	0.00530000000	Euglena
2007/6/11	2007-06-11	Bacillariophyta	Nitzschia palea 	0.00110000000	Nitzschia
2007/6/11	2007-06-11	Bacillariophyta	Synedra cyclopum 	0.01140000000	Synedra
2007/6/11	2007-06-11	Chlorophyta	Chlamydomonas  	0.00300000000	Chlamydomonas
2007/6/11	2007-06-11	Chlorophyta	Chlamydomonas platystigma 	0.00380000000	Chlamydomonas
2007/6/11	2007-06-11	Chlorophyta	Deasonia gigantica	0.00290000000	Deasonia
2007/6/11	2007-06-11	Chlorophyta	Monomastix astigmata	0.00010000000	Monomastix
2007/6/11	2007-06-11	Chlorophyta	Schroederia judayi 	0.00040000000	Schroederia
2007/6/11	2007-06-11	Chlorophyta	Schroederia setigera 	0.00300000000	Schroederia
2007/6/11	2007-06-11	Chlorophyta	Sphaerocystis schroeteri 	0.06360000000	Sphaerocystis
2007/6/11	2007-06-11	Chrysophyta	Erkenia subaequiciliata 	0.00020000000	Erkenia
2007/6/11	2007-06-11	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01410000000	Rhodomonas
2007/6/11	2007-06-11	Cyanophyta	Chroococcaceae	0.00060000000	
2007/6/11	2007-06-11	Cyanophyta	Anabaena lemmermannii	0.34560000000	Anabaena
2007/6/11	2007-06-11	Cyanophyta	Aphanizomenon flos-aquae	0.12150000000	Aphanizomenon
2007/6/11	2007-06-11	Cyanophyta	Aphanocapsa delicatissima 	0.00020000000	Aphanocapsa
2007/6/11	2007-06-11	Cyanophyta	Aphanothece nidulans 	0.00020000000	Aphanothece
2007/6/11	2007-06-11	Cyanophyta	Chroococcus minutus 	0.00600000000	Chroococcus
2007/6/11	2007-06-11	Cyanophyta	Coelosphaerium naegelianum 	0.00460000000	Woronichinia
2007/6/11	2007-06-11	Cyanophyta	Coelosphaerium naegelianum 	0.00040000000	Woronichinia
2007/6/11	2007-06-11	Cyanophyta	Microcystis aeruginosa 	0.01670000000	Microcystis
2007/6/11	2007-06-11	Cyanophyta	Microcystis aeruginosa 	0.00840000000	Microcystis
2007/6/11	2007-06-11	Cyanophyta	Oscillatoria limnetica 	0.00050000000	Pseudanabaena
2007/6/11	2007-06-11	Cyanophyta	Phormidium mucicola	0.00170000000	Pseudanabaena
2007/6/11	2007-06-11	Cyanophyta	Pseudanabaena  	0.00170000000	Pseudanabaena
2007/6/11	2007-06-11	Cyanophyta	Synechococcus elongatus 	0.00050000000	Synechococcus
2007/6/11	2007-06-11	Cyanophyta	Synechococcus sp1 	0.00060000000	Synechococcus
2007/6/11	2007-06-11	Cyanophyta	Synechocystis  	0.00160000000	Synechocystis
2007/6/25	2007-06-25	Bacillariophyta	Nitzschia palea 	0.00110000000	Nitzschia
2007/6/25	2007-06-25	Chlorophyta	Chlamydomonas  	0.00140000000	Chlamydomonas
2007/6/25	2007-06-25	Chlorophyta	Schroederia judayi 	0.00080000000	Schroederia
2007/6/25	2007-06-25	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01140000000	Rhodomonas
2007/6/25	2007-06-25	Cyanophyta	Chroococcaceae	0.00660000000	
2007/6/25	2007-06-25	Cyanophyta	Anabaena augstumalis	0.16150000000	Anabaena
2007/6/25	2007-06-25	Cyanophyta	Anabaena mendotae	0.21770000000	Anabaena
2007/6/25	2007-06-25	Cyanophyta	Aphanizomenon flos-aquae	1.60220000000	Aphanizomenon
2007/6/25	2007-06-25	Cyanophyta	Aphanocapsa delicatissima 	0.00160000000	Aphanocapsa
2007/6/25	2007-06-25	Cyanophyta	Aphanothece nidulans 	0.01110000000	Aphanothece
2007/6/25	2007-06-25	Cyanophyta	Coelosphaerium naegelianum 	0.02450000000	Woronichinia
2007/6/25	2007-06-25	Cyanophyta	Coelosphaerium naegelianum 	0.04710000000	Woronichinia
2007/6/25	2007-06-25	Cyanophyta	Microcystis aeruginosa 	0.10400000000	Microcystis
2007/6/25	2007-06-25	Cyanophyta	Microcystis aeruginosa 	0.27090000000	Microcystis
2007/6/25	2007-06-25	Cyanophyta	Oscillatoria limnetica 	0.01090000000	Pseudanabaena
2007/6/25	2007-06-25	Cyanophyta	Phormidium mucicola	0.01540000000	Pseudanabaena
2007/6/25	2007-06-25	Cyanophyta	Synechococcus sp1 	0.00860000000	Synechococcus
2007/6/25	2007-06-25	Cyanophyta	Synechocystis  	0.00010000000	Synechocystis
2007/6/25	2007-06-25	Pyrrhophyta	Gymnodinium sp2 	0.01370000000	Gymnodinium
2007/7/9	2007-07-09	Bacillariophyta	Nitzschia palea 	0.00260000000	Nitzschia
2007/7/9	2007-07-09	Chlorophyta	Monoraphidium capricornutum	0.00040000000	Monoraphidium
2007/7/9	2007-07-09	Chlorophyta	Scenedesmus serratus 	0.00020000000	Scenedesmus
2007/7/9	2007-07-09	Chlorophyta	Schroederia judayi 	0.00340000000	Schroederia
2007/7/9	2007-07-09	Chlorophyta	Sphaerocystis schroeteri 	0.06930000000	Sphaerocystis
2007/7/9	2007-07-09	Chrysophyta	Erkenia subaequiciliata 	0.00340000000	Erkenia
2007/7/9	2007-07-09	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00230000000	Rhodomonas
2007/7/9	2007-07-09	Cyanophyta	Chroococcaceae	0.01190000000	
2007/7/9	2007-07-09	Cyanophyta	Anabaena augstumalis	0.00080000000	Anabaena
2007/7/9	2007-07-09	Cyanophyta	Aphanizomenon flos-aquae	4.09960000000	Aphanizomenon
2007/7/9	2007-07-09	Cyanophyta	Aphanocapsa delicatissima 	0.00040000000	Aphanocapsa
2007/7/9	2007-07-09	Cyanophyta	Aphanothece nidulans 	0.02120000000	Aphanothece
2007/7/9	2007-07-09	Cyanophyta	Coelosphaerium naegelianum 	0.03010000000	Woronichinia
2007/7/9	2007-07-09	Cyanophyta	Microcystis aeruginosa 	0.08530000000	Microcystis
2007/7/9	2007-07-09	Cyanophyta	Microcystis aeruginosa 	0.23600000000	Microcystis
2007/7/9	2007-07-09	Cyanophyta	Oscillatoria limnetica 	0.02700000000	Pseudanabaena
2007/7/9	2007-07-09	Cyanophyta	Phormidium mucicola	0.00670000000	Pseudanabaena
2007/7/9	2007-07-09	Cyanophyta	Synechococcus sp1 	0.00990000000	Synechococcus
2007/7/9	2007-07-09	Pyrrhophyta	Gymnodinium sp3 	0.00170000000	Gymnodinium
2007/7/23	2007-07-23	Bacillariophyta	Nitzschia palea 	0.00760000000	Nitzschia
2007/7/23	2007-07-23	Chlorophyta	Botryococcus braunii 	0.03640000000	Botryococcus
2007/7/23	2007-07-23	Chlorophyta	Monoraphidium capricornutum	0.00050000000	Monoraphidium
2007/7/23	2007-07-23	Chlorophyta	Scenedesmus abundans 	0.00020000000	Scenedesmus
2007/7/23	2007-07-23	Chlorophyta	Schroederia judayi 	0.00040000000	Schroederia
2007/7/23	2007-07-23	Chlorophyta	Sphaerocystis schroeteri 	0.02440000000	Sphaerocystis
2007/7/23	2007-07-23	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00710000000	Rhodomonas
2007/7/23	2007-07-23	Cyanophyta	Chroococcaceae	0.01450000000	
2007/7/23	2007-07-23	Cyanophyta	Anabaena augstumalis	0.01070000000	Anabaena
2007/7/23	2007-07-23	Cyanophyta	Aphanizomenon flos-aquae	3.03130000000	Aphanizomenon
2007/7/23	2007-07-23	Cyanophyta	Aphanocapsa delicatissima 	0.03080000000	Aphanocapsa
2007/7/23	2007-07-23	Cyanophyta	Aphanothece nidulans 	0.02740000000	Aphanothece
2007/7/23	2007-07-23	Cyanophyta	Coelosphaerium naegelianum 	0.02680000000	Woronichinia
2007/7/23	2007-07-23	Cyanophyta	Coelosphaerium naegelianum 	0.02800000000	Woronichinia
2007/7/23	2007-07-23	Cyanophyta	Cylindrospermopsis raciborskii 	0.01070000000	Cylindrospermopsis
2007/7/23	2007-07-23	Cyanophyta	Merismopedia warmingiana	0.00100000000	Merismopedia
2007/7/23	2007-07-23	Cyanophyta	Microcystis aeruginosa 	0.36710000000	Microcystis
2007/7/23	2007-07-23	Cyanophyta	Microcystis aeruginosa 	1.58630000000	Microcystis
2007/7/23	2007-07-23	Cyanophyta	Microcystis novacekii	0.00530000000	Microcystis
2007/7/23	2007-07-23	Cyanophyta	Oscillatoria limnetica 	0.02940000000	Pseudanabaena
2007/7/23	2007-07-23	Cyanophyta	Phormidium mucicola	0.01070000000	Pseudanabaena
2007/7/23	2007-07-23	Cyanophyta	Synechococcus sp1 	0.00790000000	Synechococcus
2007/8/6	2007-08-06	Bacillariophyta	Nitzschia palea 	0.00740000000	Nitzschia
2007/8/6	2007-08-06	Chlorophyta	Monoraphidium capricornutum	0.00150000000	Monoraphidium
2007/8/6	2007-08-06	Chlorophyta	Scenedesmus acutus 	0.00290000000	Scenedesmus
2007/8/6	2007-08-06	Chlorophyta	Tetrastrum staurogeniaeforme 	0.00180000000	Tetrastrum
2007/8/6	2007-08-06	Chrysophyta	Erkenia subaequiciliata 	0.01030000000	Erkenia
2007/8/6	2007-08-06	Cryptophyta	Cryptomonas erosa 	0.00290000000	Cryptomonas
2007/8/6	2007-08-06	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.03570000000	Rhodomonas
2007/8/6	2007-08-06	Cyanophyta	Chroococcaceae	0.01430000000	
2007/8/6	2007-08-06	Cyanophyta	Anabaena augstumalis	0.00960000000	Anabaena
2007/8/6	2007-08-06	Cyanophyta	Aphanizomenon flos-aquae	0.13510000000	Aphanizomenon
2007/8/6	2007-08-06	Cyanophyta	Aphanizomenon issatschenkoi	0.01280000000	Aphanizomenon
2007/8/6	2007-08-06	Cyanophyta	Aphanocapsa delicatissima 	0.17110000000	Aphanocapsa
2007/8/6	2007-08-06	Cyanophyta	Aphanothece nidulans 	0.01380000000	Aphanothece
2007/8/6	2007-08-06	Cyanophyta	Coelosphaerium naegelianum 	0.00740000000	Woronichinia
2007/8/6	2007-08-06	Cyanophyta	Coelosphaerium naegelianum 	0.02910000000	Woronichinia
2007/8/6	2007-08-06	Cyanophyta	Cylindrospermopsis raciborskii 	0.01950000000	Cylindrospermopsis
2007/8/6	2007-08-06	Cyanophyta	Gomphosphaeria lacustris 	0.00510000000	Gomphosphaeria
2007/8/6	2007-08-06	Cyanophyta	Lyngbya limnetica 	0.00360000000	Lyngbya
2007/8/6	2007-08-06	Cyanophyta	Merismopedia warmingiana	0.01860000000	Merismopedia
2007/8/6	2007-08-06	Cyanophyta	Microcystis aeruginosa 	0.27190000000	Microcystis
2007/8/6	2007-08-06	Cyanophyta	Microcystis aeruginosa 	0.39360000000	Microcystis
2007/8/6	2007-08-06	Cyanophyta	Oscillatoria limnetica 	0.00400000000	Pseudanabaena
2007/8/6	2007-08-06	Cyanophyta	Phormidium mucicola	0.00490000000	Pseudanabaena
2007/8/6	2007-08-06	Cyanophyta	Synechococcus sp1 	0.01070000000	Synechococcus
2007/8/20	2007-08-20	Bacillariophyta	Nitzschia palea 	0.09640000000	Nitzschia
2007/8/20	2007-08-20	Chlorophyta	Monoraphidium arcuatum	0.00080000000	Monoraphidium
2007/8/20	2007-08-20	Chlorophyta	Monoraphidium capricornutum	0.00070000000	Monoraphidium
2007/8/20	2007-08-20	Chlorophyta	Quadrigula lacustris 	0.00040000000	Quadrigula
2007/8/20	2007-08-20	Chlorophyta	Scenedesmus acutus 	0.00220000000	Scenedesmus
2007/8/20	2007-08-20	Chlorophyta	Scenedesmus quadricauda 	0.00100000000	Scenedesmus
2007/8/20	2007-08-20	Chlorophyta	Sphaerocystis schroeteri 	0.00090000000	Sphaerocystis
2007/8/20	2007-08-20	Chrysophyta	Erkenia subaequiciliata 	0.00090000000	Erkenia
2007/8/20	2007-08-20	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00890000000	Rhodomonas
2007/8/20	2007-08-20	Cyanophyta	Chroococcaceae	0.01540000000	
2007/8/20	2007-08-20	Cyanophyta	Aphanizomenon flos-aquae	0.01930000000	Aphanizomenon
2007/8/20	2007-08-20	Cyanophyta	Aphanocapsa delicatissima 	0.01540000000	Aphanocapsa
2007/8/20	2007-08-20	Cyanophyta	Aphanocapsa incerta	0.00360000000	Aphanocapsa
2007/8/20	2007-08-20	Cyanophyta	Aphanothece nidulans 	0.02130000000	Aphanothece
2007/8/20	2007-08-20	Cyanophyta	Coelosphaerium naegelianum 	0.00090000000	Woronichinia
2007/8/20	2007-08-20	Cyanophyta	Cylindrospermopsis raciborskii 	0.02250000000	Cylindrospermopsis
2007/8/20	2007-08-20	Cyanophyta	Lyngbya limnetica 	0.00250000000	Lyngbya
2007/8/20	2007-08-20	Cyanophyta	Merismopedia tenuissima 	0.00020000000	Merismopedia
2007/8/20	2007-08-20	Cyanophyta	Microcystis aeruginosa 	0.30010000000	Microcystis
2007/8/20	2007-08-20	Cyanophyta	Microcystis aeruginosa 	0.57240000000	Microcystis
2007/8/20	2007-08-20	Cyanophyta	Oscillatoria limnetica	0.00620000000	Oscillatoria
2007/8/20	2007-08-20	Cyanophyta	Phormidium mucicola	0.01510000000	Pseudanabaena
2007/8/20	2007-08-20	Cyanophyta	Synechococcus sp1 	0.01160000000	Synechococcus
2007/9/4	2007-09-04	Bacillariophyta	Nitzschia palea 	0.00860000000	Nitzschia
2007/9/4	2007-09-04	Chlorophyta	Monoraphidium capricornutum	0.00030000000	Monoraphidium
2007/9/4	2007-09-04	Cryptophyta	Cryptomonas erosa 	0.01190000000	Cryptomonas
2007/9/4	2007-09-04	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01310000000	Rhodomonas
2007/9/4	2007-09-04	Cyanophyta	Chroococcaceae	0.01390000000	
2007/9/4	2007-09-04	Cyanophyta	Anabaena lemmermannii	0.00290000000	Anabaena
2007/9/4	2007-09-04	Cyanophyta	Aphanizomenon flos-aquae	0.07420000000	Aphanizomenon
2007/9/4	2007-09-04	Cyanophyta	Aphanocapsa delicatissima 	0.00450000000	Aphanocapsa
2007/9/4	2007-09-04	Cyanophyta	Aphanothece nidulans 	0.17020000000	Aphanothece
2007/9/4	2007-09-04	Cyanophyta	Chroococcus minutus 	0.01240000000	Chroococcus
2007/9/4	2007-09-04	Cyanophyta	Coelosphaerium naegelianum 	0.02590000000	Woronichinia
2007/9/4	2007-09-04	Cyanophyta	Microcystis aeruginosa 	0.41720000000	Microcystis
2007/9/4	2007-09-04	Cyanophyta	Microcystis aeruginosa 	0.36860000000	Microcystis
2007/9/4	2007-09-04	Cyanophyta	Phormidium mucicola	0.03160000000	Pseudanabaena
2007/9/4	2007-09-04	Cyanophyta	Rhabdoderma lineare	0.00130000000	Rhabdoderma
2007/9/4	2007-09-04	Cyanophyta	Synechococcus sp1 	0.02530000000	Synechococcus
2007/10/1	2007-10-01	Bacillariophyta	Nitzschia gracilis 	0.00890000000	Nitzschia
2007/10/1	2007-10-01	Bacillariophyta	Nitzschia palea 	0.03010000000	Nitzschia
2007/10/1	2007-10-01	Bacillariophyta	Stephanodiscus parvus 	0.00430000000	Stephanodiscus
2007/10/1	2007-10-01	Bacillariophyta	Synedra filiformis	0.01450000000	Synedra
2007/10/1	2007-10-01	Chlorophyta	Chlamydomonas  	0.00400000000	Chlamydomonas
2007/10/1	2007-10-01	Chlorophyta	Monoraphidium capricornutum	0.00280000000	Monoraphidium
2007/10/1	2007-10-01	Chlorophyta	Schroederia judayi 	0.00170000000	Schroederia
2007/10/1	2007-10-01	Chrysophyta	Erkenia subaequiciliata 	0.00310000000	Erkenia
2007/10/1	2007-10-01	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.03400000000	Rhodomonas
2007/10/1	2007-10-01	Cyanophyta	Chroococcaceae	0.02130000000	
2007/10/1	2007-10-01	Cyanophyta	Anabaena circinalis 	0.03990000000	Anabaena
2007/10/1	2007-10-01	Cyanophyta	Aphanizomenon flos-aquae	0.28930000000	Aphanizomenon
2007/10/1	2007-10-01	Cyanophyta	Aphanocapsa delicatissima 	0.01080000000	Aphanocapsa
2007/10/1	2007-10-01	Cyanophyta	Aphanothece nidulans 	0.01890000000	Aphanothece
2007/10/1	2007-10-01	Cyanophyta	Chroococcus minutus 	0.00340000000	Chroococcus
2007/10/1	2007-10-01	Cyanophyta	Coelosphaerium naegelianum 	0.02730000000	Woronichinia
2007/10/1	2007-10-01	Cyanophyta	Merismopedia tenuissima 	0.00420000000	Merismopedia
2007/10/1	2007-10-01	Cyanophyta	Microcystis aeruginosa 	0.22450000000	Microcystis
2007/10/1	2007-10-01	Cyanophyta	Microcystis aeruginosa 	0.94720000000	Microcystis
2007/10/1	2007-10-01	Cyanophyta	Phormidium mucicola	0.01500000000	Pseudanabaena
2007/10/1	2007-10-01	Cyanophyta	Synechococcus sp1 	0.00880000000	Synechococcus
2007/10/29	2007-10-29	Bacillariophyta	Nitzschia palea 	0.00570000000	Nitzschia
2007/10/29	2007-10-29	Chlorophyta	Chlorococcaceae	0.00080000000	
2007/10/29	2007-10-29	Chlorophyta	Schroederia judayi 	0.00050000000	Schroederia
