Date	Date in text	division	taxon name	Biomass concentration	genus
Date	Date in text	division	taxa_name	biomass_conc (mg/L)	genus
2007/10/29	2007-10-29	Chlorophyta	Sphaerocystis schroeteri 	0.00640000000	Sphaerocystis
2007/10/29	2007-10-29	Cryptophyta	Cryptomonas erosa 	0.01710000000	Cryptomonas
2007/10/29	2007-10-29	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00690000000	Rhodomonas
2007/10/29	2007-10-29	Cyanophyta	Chroococcaceae	0.00770000000	
2007/10/29	2007-10-29	Cyanophyta	Aphanizomenon flos-aquae	0.08950000000	Aphanizomenon
2007/10/29	2007-10-29	Cyanophyta	Aphanocapsa delicatissima 	0.00020000000	Aphanocapsa
2007/10/29	2007-10-29	Cyanophyta	Aphanothece nidulans 	0.00460000000	Aphanothece
2007/10/29	2007-10-29	Cyanophyta	Chroococcus minutus 	0.00230000000	Chroococcus
2007/10/29	2007-10-29	Cyanophyta	Coelosphaerium naegelianum 	0.00220000000	Woronichinia
2007/10/29	2007-10-29	Cyanophyta	Microcystis aeruginosa 	0.08680000000	Microcystis
2007/10/29	2007-10-29	Cyanophyta	Microcystis aeruginosa 	0.24410000000	Microcystis
2007/10/29	2007-10-29	Cyanophyta	Phormidium mucicola	0.00110000000	Pseudanabaena
2007/10/29	2007-10-29	Cyanophyta	Synechococcus elongatus 	0.00040000000	Synechococcus
2007/10/29	2007-10-29	Cyanophyta	Synechococcus leopoliensis	0.00280000000	Synechococcus
2007/10/29	2007-10-29	Cyanophyta	Synechococcus sp1 	0.00250000000	Synechococcus
2007/10/29	2007-10-29	Cyanophyta	Synechocystis  	0.01000000000	Synechocystis
2007/11/26	2007-11-26	Bacillariophyta	Stephanodiscus parvus 	0.00100000000	Stephanodiscus
2007/11/26	2007-11-26	Chlorophyta	Chlamydomonas  	0.00060000000	Chlamydomonas
2007/11/26	2007-11-26	Chlorophyta	Monoraphidium capricornutum	0.00000000000	Monoraphidium
2007/11/26	2007-11-26	Chlorophyta	Oocystis lacustris 	0.00410000000	Oocystis
2007/11/26	2007-11-26	Chlorophyta	Pediastrum simplex 	0.00220000000	Pediastrum
2007/11/26	2007-11-26	Chlorophyta	Quadrigula lacustris 	0.00000000000	Quadrigula
2007/11/26	2007-11-26	Chlorophyta	Schroederia judayi 	0.00270000000	Schroederia
2007/11/26	2007-11-26	Chlorophyta	Sphaerocystis schroeteri 	0.00820000000	Sphaerocystis
2007/11/26	2007-11-26	Chrysophyta	Erkenia subaequiciliata 	0.00020000000	Erkenia
2007/11/26	2007-11-26	Cryptophyta	Cryptomonas erosa 	0.00560000000	Cryptomonas
2007/11/26	2007-11-26	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00700000000	Rhodomonas
2007/11/26	2007-11-26	Cyanophyta	Chroococcaceae	0.00110000000	
2007/11/26	2007-11-26	Cyanophyta	Anabaena augstumalis	0.02550000000	Anabaena
2007/11/26	2007-11-26	Cyanophyta	Aphanizomenon flos-aquae	0.03300000000	Aphanizomenon
2007/11/26	2007-11-26	Cyanophyta	Aphanothece nidulans 	0.00110000000	Aphanothece
2007/11/26	2007-11-26	Cyanophyta	Chroococcus minutus 	0.00060000000	Chroococcus
2007/11/26	2007-11-26	Cyanophyta	Coelosphaerium naegelianum 	0.00170000000	Woronichinia
2007/11/26	2007-11-26	Cyanophyta	Microcystis aeruginosa 	0.01600000000	Microcystis
2007/11/26	2007-11-26	Cyanophyta	Microcystis aeruginosa 	0.00460000000	Microcystis
2007/11/26	2007-11-26	Cyanophyta	Phormidium mucicola	0.00030000000	Pseudanabaena
2007/11/26	2007-11-26	Cyanophyta	Synechococcus sp1 	0.00430000000	Synechococcus
2007/11/26	2007-11-26	Cyanophyta	Synechocystis  	0.00150000000	Synechocystis
2008/2/13	2008-02-13	Bacillariophyta	Stephanodiscus parvus 	0.00100000000	Stephanodiscus
2008/2/13	2008-02-13	Chlorophyta	Chlamydomonas  	0.00290000000	Chlamydomonas
2008/2/13	2008-02-13	Chlorophyta	Phacotus lendneri	0.00150000000	Phacotus
2008/2/13	2008-02-13	Chlorophyta	Quadrigula lacustris 	0.00030000000	Quadrigula
2008/2/13	2008-02-13	Chlorophyta	Schroederia judayi 	0.00010000000	Schroederia
2008/2/13	2008-02-13	Chrysophyta	Erkenia subaequiciliata 	0.00410000000	Erkenia
2008/2/13	2008-02-13	Cryptophyta	Cryptomonas erosa 	0.01570000000	Cryptomonas
2008/2/13	2008-02-13	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00570000000	Rhodomonas
2008/2/13	2008-02-13	Cyanophyta	Chroococcaceae	0.00240000000	
2008/2/13	2008-02-13	Cyanophyta	Synechococcus elongatus 	0.00520000000	Synechococcus
2008/2/13	2008-02-13	Cyanophyta	Synechococcus sp1 	0.00460000000	Synechococcus
2008/2/13	2008-02-13	Cyanophyta	Synechocystis  	0.00090000000	Synechocystis
2008/2/13	2008-02-13	Miscellaneous	Miscellaneous	0.00440000000	
2008/2/13	2008-02-13	Bacillariophyta	Stephanodiscus parvus 	0.00300000000	Stephanodiscus
2008/2/13	2008-02-13	Chlorophyta	Chlorococcaceae	0.00030000000	
2008/2/13	2008-02-13	Chlorophyta	Monomastix astigmata	0.00930000000	Monomastix
2008/2/13	2008-02-13	Chlorophyta	Schroederia judayi 	0.00030000000	Schroederia
2008/2/13	2008-02-13	Chrysophyta	Erkenia subaequiciliata 	0.00120000000	Erkenia
2008/2/13	2008-02-13	Chrysophyta	Uroglena  	0.00120000000	Uroglena
2008/2/13	2008-02-13	Cryptophyta	Cryptomonas erosa 	0.02570000000	Cryptomonas
2008/2/13	2008-02-13	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00800000000	Rhodomonas
2008/2/13	2008-02-13	Cyanophyta	Chroococcaceae	0.00260000000	
2008/2/13	2008-02-13	Cyanophyta	Aphanocapsa delicatissima 	0.00000000000	Aphanocapsa
2008/2/13	2008-02-13	Cyanophyta	Chroococcus minutus 	0.00140000000	Chroococcus
2008/2/13	2008-02-13	Cyanophyta	Synechococcus elongatus 	0.00010000000	Synechococcus
2008/2/13	2008-02-13	Cyanophyta	Synechococcus sp1 	0.00300000000	Synechococcus
2008/2/13	2008-02-13	Cyanophyta	Synechocystis  	0.00110000000	Synechocystis
2008/2/13	2008-02-13	Pyrrhophyta	Peridinium umbonatum 	0.00290000000	Peridinium
2008/4/14	2008-04-14	Bacillariophyta	Aulacoseira ambigua 	0.00620000000	Aulacoseira
2008/4/14	2008-04-14	Bacillariophyta	Fragilaria capucina 	0.00180000000	Fragilaria
2008/4/14	2008-04-14	Bacillariophyta	Navicula viridula	0.00830000000	Navicula
2008/4/14	2008-04-14	Bacillariophyta	Stephanodiscus parvus 	6.10900000000	Stephanodiscus
2008/4/14	2008-04-14	Chlorophyta	Chlorococcaceae	0.00250000000	
2008/4/14	2008-04-14	Chlorophyta	Chlamydomonas  	0.01140000000	Chlamydomonas
2008/4/14	2008-04-14	Chlorophyta	Chlamydomonas globosa 	0.00860000000	Chlamydomonas
2008/4/14	2008-04-14	Chlorophyta	Monomastix astigmata	0.00210000000	Monomastix
2008/4/14	2008-04-14	Chlorophyta	Schroederia judayi 	0.00030000000	Schroederia
2008/4/14	2008-04-14	Chlorophyta	Schroederia setigera 	0.00150000000	Schroederia
2008/4/14	2008-04-14	Chrysophyta	Erkenia subaequiciliata 	0.01370000000	Erkenia
2008/4/14	2008-04-14	Chrysophyta	Mallomonas akrokomas 	0.00010000000	Mallomonas
2008/4/14	2008-04-14	Cryptophyta	Cryptomonas erosa 	0.11150000000	Cryptomonas
2008/4/14	2008-04-14	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00250000000	Rhodomonas
2008/4/14	2008-04-14	Cyanophyta	Chroococcaceae	0.00180000000	
2008/4/14	2008-04-14	Cyanophyta	Synechococcus elongatus 	0.00010000000	Synechococcus
2008/4/14	2008-04-14	Cyanophyta	Synechococcus sp1 	0.00550000000	Synechococcus
2008/4/14	2008-04-14	Cyanophyta	Synechocystis  	0.00050000000	Synechocystis
2008/4/14	2008-04-14	Pyrrhophyta	Peridinium polonicum 	0.00920000000	Peridinium
2008/4/28	2008-04-28	Bacillariophyta	Aulacoseira ambigua 	0.06350000000	Aulacoseira
2008/4/28	2008-04-28	Bacillariophyta	Fragilaria capucina 	0.00070000000	Fragilaria
2008/4/28	2008-04-28	Bacillariophyta	Nitzschia acicularis 	0.00080000000	Nitzschia
2008/4/28	2008-04-28	Bacillariophyta	Stephanodiscus medius 	0.02080000000	Stephanodiscus
2008/4/28	2008-04-28	Bacillariophyta	Stephanodiscus parvus 	0.20970000000	Stephanodiscus
2008/4/28	2008-04-28	Chlorophyta	Ankistrodesmus falcatus 	0.00090000000	Ankistrodesmus
2008/4/28	2008-04-28	Chlorophyta	Chlamydomonas  	0.00360000000	Chlamydomonas
2008/4/28	2008-04-28	Chlorophyta	Monomastix astigmata	0.00030000000	Monomastix
2008/4/28	2008-04-28	Chlorophyta	Scenedesmus opoliensis var. carinatus	0.00050000000	Scenedesmus
2008/4/28	2008-04-28	Chrysophyta	Chromulina  	0.02000000000	Chromulina
2008/4/28	2008-04-28	Chrysophyta	Erkenia subaequiciliata 	0.00080000000	Erkenia
2008/4/28	2008-04-28	Chrysophyta	Kephyrion planctonicum	0.00030000000	Kephyrion
2008/4/28	2008-04-28	Cryptophyta	Cryptomonas erosa 	0.17440000000	Cryptomonas
2008/4/28	2008-04-28	Cryptophyta	Cryptomonas rostratiformis 	0.05610000000	Cryptomonas
2008/4/28	2008-04-28	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00950000000	Rhodomonas
2008/4/28	2008-04-28	Cryptophyta	Rhodomonas minuta 	0.00340000000	Rhodomonas
2008/4/28	2008-04-28	Cyanophyta	Chroococcaceae	0.00200000000	
2008/4/28	2008-04-28	Cyanophyta	Aphanizomenon flos-aquae	0.00190000000	Aphanizomenon
2008/4/28	2008-04-28	Cyanophyta	Synechococcus elongatus 	0.00020000000	Synechococcus
2008/4/28	2008-04-28	Cyanophyta	Synechococcus sp1 	0.00030000000	Synechococcus
2008/4/28	2008-04-28	Cyanophyta	Synechocystis  	0.00090000000	Synechocystis
2008/4/28	2008-04-28	Miscellaneous	Miscellaneous	0.00210000000	
2008/4/28	2008-04-28	Pyrrhophyta	Gymnodinium sp2 	0.00550000000	Gymnodinium
2008/4/28	2008-04-28	Pyrrhophyta	Gymnodinium sp3 	0.00070000000	Gymnodinium
2008/5/12	2008-05-12	Bacillariophyta	Asterionella formosa 	0.00330000000	Asterionella
2008/5/12	2008-05-12	Bacillariophyta	Aulacoseira ambigua 	0.00260000000	Aulacoseira
2008/5/12	2008-05-12	Bacillariophyta	Cyclotella sp1 	0.00080000000	Cyclotella
2008/5/12	2008-05-12	Bacillariophyta	Fragilaria construens	0.00590000000	Fragilaria
2008/5/12	2008-05-12	Bacillariophyta	Stephanodiscus hantzschii 	0.06740000000	Stephanodiscus
2008/5/12	2008-05-12	Bacillariophyta	Stephanodiscus parvus 	0.01720000000	Stephanodiscus
2008/5/12	2008-05-12	Bacillariophyta	Synedra filiformis	0.00240000000	Synedra
2008/5/12	2008-05-12	Chlorophyta	Chlorococcaceae	0.00050000000	
2008/5/12	2008-05-12	Chlorophyta	Ankistrodesmus falcatus 	0.00020000000	Ankistrodesmus
2008/5/12	2008-05-12	Chlorophyta	Monomastix astigmata	0.00020000000	Monomastix
2008/5/12	2008-05-12	Chlorophyta	Monoraphidium capricornutum	0.00010000000	Monoraphidium
2008/5/12	2008-05-12	Chlorophyta	Schroederia judayi 	0.00030000000	Schroederia
2008/5/12	2008-05-12	Chlorophyta	Sphaerocystis schroeteri 	0.00100000000	Sphaerocystis
2008/5/12	2008-05-12	Chrysophyta	Chromulina  	0.01710000000	Chromulina
2008/5/12	2008-05-12	Chrysophyta	Erkenia subaequiciliata 	0.00320000000	Erkenia
2008/5/12	2008-05-12	Chrysophyta	Synura  	0.00380000000	Synura
2008/5/12	2008-05-12	Cryptophyta	Cryptomonas erosa 	0.11370000000	Cryptomonas
2008/5/12	2008-05-12	Cryptophyta	Cryptomonas gracilis	0.00950000000	Cryptomonas
2008/5/12	2008-05-12	Cryptophyta	Cryptomonas rostratiformis 	0.02230000000	Cryptomonas
2008/5/12	2008-05-12	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.02490000000	Rhodomonas
2008/5/12	2008-05-12	Cyanophyta	Chroococcaceae	0.00040000000	
2008/5/12	2008-05-12	Cyanophyta	Aphanizomenon flos-aquae	0.00080000000	Aphanizomenon
2008/5/12	2008-05-12	Cyanophyta	Synechococcus elongatus 	0.00050000000	Synechococcus
2008/5/12	2008-05-12	Cyanophyta	Synechococcus sp1 	0.00170000000	Synechococcus
2008/5/12	2008-05-12	Cyanophyta	Synechocystis  	0.00130000000	Synechocystis
2008/5/28	2008-05-28	Bacillariophyta	Nitzschia acicularis 	0.00110000000	Nitzschia
2008/5/28	2008-05-28	Bacillariophyta	Stephanodiscus parvus 	0.00200000000	Stephanodiscus
2008/5/28	2008-05-28	Chlorophyta	Chlorococcaceae	0.00230000000	
2008/5/28	2008-05-28	Chlorophyta	Ankistrodesmus braunii	0.00010000000	Ankistrodesmus
2008/5/28	2008-05-28	Chlorophyta	Chlamydomonas  	0.00100000000	Chlamydomonas
2008/5/28	2008-05-28	Chlorophyta	Monomastix astigmata	0.00510000000	Monomastix
2008/5/28	2008-05-28	Chlorophyta	Oocystis lacustris 	0.00730000000	Oocystis
2008/5/28	2008-05-28	Chlorophyta	Phacotus lendneri	0.00080000000	Phacotus
2008/5/28	2008-05-28	Chlorophyta	Schroederia judayi 	0.00370000000	Schroederia
2008/5/28	2008-05-28	Chlorophyta	Sphaerocystis schroeteri 	0.01640000000	Sphaerocystis
2008/5/28	2008-05-28	Chrysophyta	Erkenia subaequiciliata 	0.00030000000	Erkenia
2008/5/28	2008-05-28	Cryptophyta	Cryptomonas erosa 	0.00780000000	Cryptomonas
2008/5/28	2008-05-28	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00140000000	Rhodomonas
2008/5/28	2008-05-28	Cyanophyta	Chroococcaceae	0.00080000000	
2008/5/28	2008-05-28	Cyanophyta	Aphanizomenon flos-aquae	0.03280000000	Aphanizomenon
2008/5/28	2008-05-28	Cyanophyta	Aphanothece	0.00000000000	Aphanothece
2008/5/28	2008-05-28	Cyanophyta	Synechococcus elongatus 	0.00020000000	Synechococcus
2008/5/28	2008-05-28	Cyanophyta	Synechococcus sp1 	0.00260000000	Synechococcus
2008/5/28	2008-05-28	Cyanophyta	Synechocystis  	0.00070000000	Synechocystis
2008/5/28	2008-05-28	Euglenophyta	Euglena  	0.00120000000	Euglena
2008/5/28	2008-05-28	Miscellaneous	Miscellaneous	0.00250000000	
2008/6/9	2008-06-09	Bacillariophyta	Stephanodiscus parvus 	0.00130000000	Stephanodiscus
2008/6/9	2008-06-09	Chlorophyta	Chlorococcaceae	0.00540000000	
2008/6/9	2008-06-09	Chlorophyta	Chlamydomonas  	0.00590000000	Chlamydomonas
2008/6/9	2008-06-09	Chlorophyta	Monomastix astigmata	0.00010000000	Monomastix
2008/6/9	2008-06-09	Chlorophyta	Monomastix minuta	0.00000000000	Monomastix
2008/6/9	2008-06-09	Chlorophyta	Monoraphidium capricornutum	0.00000000000	Monoraphidium
2008/6/9	2008-06-09	Chlorophyta	Oocystis parva 	0.00020000000	Oocystis
2008/6/9	2008-06-09	Chlorophyta	Schroederia judayi 	0.00060000000	Schroederia
2008/6/9	2008-06-09	Chlorophyta	Sphaerocystis schroeteri 	0.01060000000	Sphaerocystis
2008/6/9	2008-06-09	Chlorophyta	Tetrastrum staurogeniaeforme 	0.00010000000	Tetrastrum
2008/6/9	2008-06-09	Chrysophyta	Erkenia subaequiciliata 	0.00010000000	Erkenia
2008/6/9	2008-06-09	Cryptophyta	Cryptomonas erosa 	0.01090000000	Cryptomonas
2008/6/9	2008-06-09	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00060000000	Rhodomonas
2008/6/9	2008-06-09	Cyanophyta	Chroococcaceae	0.00090000000	
2008/6/9	2008-06-09	Cyanophyta	Anabaena augstumalis	0.01430000000	Anabaena
2008/6/9	2008-06-09	Cyanophyta	Aphanizomenon flos-aquae	0.07450000000	Aphanizomenon
2008/6/9	2008-06-09	Cyanophyta	Aphanothece nidulans 	0.00020000000	Aphanothece
2008/6/9	2008-06-09	Cyanophyta	Chroococcus minutus 	0.00030000000	Chroococcus
2008/6/9	2008-06-09	Cyanophyta	Coelosphaerium naegelianum 	0.00010000000	Woronichinia
2008/6/9	2008-06-09	Cyanophyta	Microcystis aeruginosa 	0.00150000000	Microcystis
2008/6/9	2008-06-09	Cyanophyta	Synechococcus elongatus 	0.00030000000	Synechococcus
2008/6/9	2008-06-09	Cyanophyta	Synechococcus sp1 	0.00200000000	Synechococcus
2008/6/9	2008-06-09	Cyanophyta	Synechocystis  	0.00150000000	Synechocystis
2008/6/9	2008-06-09	Cyanophyta	Synechocystis	0.00030000000	Synechocystis
2008/6/9	2008-06-09	Miscellaneous	Miscellaneous	0.00010000000	
2008/6/23	2008-06-23	Bacillariophyta	Stephanodiscus hantzschii 	0.00620000000	Stephanodiscus
2008/6/23	2008-06-23	Bacillariophyta	Stephanodiscus parvus 	0.01930000000	Stephanodiscus
2008/6/23	2008-06-23	Chlorophyta	Chlorococcaceae	0.00090000000	
2008/6/23	2008-06-23	Chlorophyta	Chlamydomonas  	0.00470000000	Chlamydomonas
2008/6/23	2008-06-23	Chlorophyta	Monomastix astigmata	0.00040000000	Monomastix
2008/6/23	2008-06-23	Chlorophyta	Oocystis lacustris 	0.00260000000	Oocystis
2008/6/23	2008-06-23	Chlorophyta	Scenedesmus opoliensis var. carinatus	0.00030000000	Scenedesmus
2008/6/23	2008-06-23	Chlorophyta	Schroederia judayi 	0.00150000000	Schroederia
2008/6/23	2008-06-23	Chlorophyta	Sphaerocystis schroeteri 	0.00520000000	Sphaerocystis
2008/6/23	2008-06-23	Chlorophyta	Tetrastrum staurogeniaeforme 	0.00030000000	Tetrastrum
2008/6/23	2008-06-23	Chrysophyta	Erkenia subaequiciliata 	0.00250000000	Erkenia
2008/6/23	2008-06-23	Cryptophyta	Cryptomonas erosa 	0.01580000000	Cryptomonas
2008/6/23	2008-06-23	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01580000000	Rhodomonas
2008/6/23	2008-06-23	Cyanophyta	Chroococcaceae	0.00260000000	
2008/6/23	2008-06-23	Cyanophyta	Anabaena augstumalis	0.67890000000	Anabaena
2008/6/23	2008-06-23	Cyanophyta	Anabaena circinalis 	0.28500000000	Anabaena
2008/6/23	2008-06-23	Cyanophyta	Anabaena spiroides 	0.17290000000	Anabaena
2008/6/23	2008-06-23	Cyanophyta	Aphanizomenon flos-aquae	1.11470000000	Aphanizomenon
2008/6/23	2008-06-23	Cyanophyta	Aphanothece nidulans 	0.00550000000	Aphanothece
2008/6/23	2008-06-23	Cyanophyta	Chroococcus minutus 	0.00820000000	Chroococcus
2008/6/23	2008-06-23	Cyanophyta	Coelosphaerium naegelianum 	0.00040000000	Woronichinia
2008/6/23	2008-06-23	Cyanophyta	Microcystis aeruginosa 	0.02970000000	Microcystis
2008/6/23	2008-06-23	Cyanophyta	Microcystis aeruginosa 	0.07580000000	Microcystis
2008/6/23	2008-06-23	Cyanophyta	Oscillatoria limnetica 	0.00350000000	Pseudanabaena
2008/6/23	2008-06-23	Cyanophyta	Phormidium mucicola	0.00170000000	Pseudanabaena
2008/6/23	2008-06-23	Cyanophyta	Synechococcus sp1 	0.00230000000	Synechococcus
2008/6/23	2008-06-23	Cyanophyta	Synechocystis  	0.00120000000	Synechocystis
2008/7/7	2008-07-07	Bacillariophyta	Nitzschia palea 	0.00340000000	Nitzschia
2008/7/7	2008-07-07	Chlorophyta	Chlorococcaceae	0.00300000000	
2008/7/7	2008-07-07	Chlorophyta	Chlamydomonas  	0.00680000000	Chlamydomonas
2008/7/7	2008-07-07	Chlorophyta	Schroederia judayi 	0.00210000000	Schroederia
2008/7/7	2008-07-07	Chlorophyta	Sphaerocystis schroeteri 	0.02380000000	Sphaerocystis
2008/7/7	2008-07-07	Chrysophyta	Erkenia subaequiciliata 	0.00070000000	Erkenia
2008/7/7	2008-07-07	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00990000000	Rhodomonas
2008/7/7	2008-07-07	Cyanophyta	Chroococcaceae	0.00110000000	
2008/7/7	2008-07-07	Cyanophyta	Anabaena augstumalis	2.46980000000	Anabaena
2008/7/7	2008-07-07	Cyanophyta	Anabaena circinalis 	0.05310000000	Anabaena
2008/7/7	2008-07-07	Cyanophyta	Aphanizomenon flos-aquae	7.84580000000	Aphanizomenon
2008/7/7	2008-07-07	Cyanophyta	Aphanothece nidulans 	0.00040000000	Aphanothece
2008/7/7	2008-07-07	Cyanophyta	Chroococcus minutus 	0.01660000000	Chroococcus
2008/7/7	2008-07-07	Cyanophyta	Coelosphaerium naegelianum 	0.00800000000	Woronichinia
2008/7/7	2008-07-07	Cyanophyta	Coelosphaerium naegelianum 	0.03100000000	Woronichinia
2008/7/7	2008-07-07	Cyanophyta	Cyanogranis ferruginea	0.00040000000	Cyanogranis
2008/7/7	2008-07-07	Cyanophyta	Microcystis aeruginosa 	0.13390000000	Microcystis
2008/7/7	2008-07-07	Cyanophyta	Microcystis aeruginosa 	0.20170000000	Microcystis
2008/7/7	2008-07-07	Cyanophyta	Oscillatoria limnetica 	0.01480000000	Pseudanabaena
2008/7/7	2008-07-07	Cyanophyta	Phormidium mucicola	0.00410000000	Pseudanabaena
2008/7/7	2008-07-07	Cyanophyta	Synechococcus elongatus 	0.00000000000	Synechococcus
2008/7/7	2008-07-07	Cyanophyta	Synechococcus sp1 	0.00400000000	Synechococcus
2008/7/7	2008-07-07	Cyanophyta	Synechocystis  	0.00070000000	Synechocystis
2008/7/21	2008-07-21	Chlorophyta	Chlorococcaceae	0.00150000000	
2008/7/21	2008-07-21	Chlorophyta	Monomastix astigmata	0.00050000000	Monomastix
2008/7/21	2008-07-21	Chlorophyta	Schroederia judayi 	0.00090000000	Schroederia
2008/7/21	2008-07-21	Chlorophyta	Sphaerocystis schroeteri 	0.00130000000	Sphaerocystis
2008/7/21	2008-07-21	Cryptophyta	Cryptomonas erosa 	0.00060000000	Cryptomonas
2008/7/21	2008-07-21	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.05200000000	Rhodomonas
2008/7/21	2008-07-21	Cyanophyta	Chroococcaceae	0.00130000000	
2008/7/21	2008-07-21	Cyanophyta	Anabaena augstumalis	0.00550000000	Anabaena
2008/7/21	2008-07-21	Cyanophyta	Aphanizomenon flos-aquae	8.34080000000	Aphanizomenon
2008/7/21	2008-07-21	Cyanophyta	Chroococcus minutus 	0.04630000000	Chroococcus
2008/7/21	2008-07-21	Cyanophyta	Coelosphaerium naegelianum 	0.00320000000	Woronichinia
2008/7/21	2008-07-21	Cyanophyta	Microcystis aeruginosa 	1.22790000000	Microcystis
2008/7/21	2008-07-21	Cyanophyta	Microcystis aeruginosa 	0.37100000000	Microcystis
2008/7/21	2008-07-21	Cyanophyta	Oscillatoria limnetica 	0.04820000000	Pseudanabaena
2008/7/21	2008-07-21	Cyanophyta	Phormidium mucicola	0.00710000000	Pseudanabaena
2008/7/21	2008-07-21	Cyanophyta	Synechococcus elongatus 	0.00190000000	Synechococcus
2008/7/21	2008-07-21	Cyanophyta	Synechococcus sp1 	0.00500000000	Synechococcus
2008/7/21	2008-07-21	Cyanophyta	Synechocystis  	0.00240000000	Synechocystis
2008/7/21	2008-07-21	Miscellaneous	Miscellaneous	0.00690000000	
2008/8/4	2008-08-04	Bacillariophyta	Aulacoseira granulata 	0.01090000000	Aulacoseira
2008/8/4	2008-08-04	Bacillariophyta	Nitzschia palea 	0.00660000000	Nitzschia
2008/8/4	2008-08-04	Chlorophyta	Chlamydomonas  	0.00820000000	Chlamydomonas
2008/8/4	2008-08-04	Chlorophyta	Monoraphidium capricornutum	0.00030000000	Monoraphidium
2008/8/4	2008-08-04	Chlorophyta	Oocystis parva 	0.00360000000	Oocystis
2008/8/4	2008-08-04	Chlorophyta	Schroederia judayi 	0.00200000000	Schroederia
2008/8/4	2008-08-04	Chlorophyta	Sphaerocystis schroeteri 	0.00150000000	Sphaerocystis
2008/8/4	2008-08-04	Chrysophyta	Erkenia subaequiciliata 	0.00230000000	Erkenia
2008/8/4	2008-08-04	Cryptophyta	Cryptomonas erosa 	0.00360000000	Cryptomonas
2008/8/4	2008-08-04	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.04500000000	Rhodomonas
2008/8/4	2008-08-04	Cyanophyta	Chroococcaceae	0.00960000000	
2008/8/4	2008-08-04	Cyanophyta	Aphanizomenon flos-aquae	15.98910000000	Aphanizomenon
2008/8/4	2008-08-04	Cyanophyta	Aphanocapsa delicatissima 	0.00210000000	Aphanocapsa
2008/8/4	2008-08-04	Cyanophyta	Aphanothece nidulans 	0.00080000000	Aphanothece
2008/8/4	2008-08-04	Cyanophyta	Chroococcus minutus 	0.07280000000	Chroococcus
2008/8/4	2008-08-04	Cyanophyta	Coelosphaerium naegelianum 	0.01450000000	Woronichinia
2008/8/4	2008-08-04	Cyanophyta	Cyanogranis ferruginea	0.00200000000	Cyanogranis
2008/8/4	2008-08-04	Cyanophyta	Merismopedia warmingiana	0.00010000000	Merismopedia
2008/8/4	2008-08-04	Cyanophyta	Microcystis aeruginosa 	0.29230000000	Microcystis
2008/8/4	2008-08-04	Cyanophyta	Microcystis aeruginosa 	0.57750000000	Microcystis
2008/8/4	2008-08-04	Cyanophyta	Oscillatoria limnetica 	0.01450000000	Pseudanabaena
2008/8/4	2008-08-04	Cyanophyta	Phormidium  	0.01070000000	Phormidium
2008/8/4	2008-08-04	Cyanophyta	Phormidium mucicola	0.00160000000	Pseudanabaena
2008/8/4	2008-08-04	Cyanophyta	Synechococcus elongatus 	0.00180000000	Synechococcus
2008/8/4	2008-08-04	Cyanophyta	Synechococcus sp1 	0.01110000000	Synechococcus
