Head	Spring	Clearwater	Early Summer	Late Summer	Fall	Ice-on
o__Saccharimonadales;f__Saccharimonadaceae	170.5834399	211.9250741	253.6159527	14.7397988	779.9191071	21.04746831
o__Saccharimonadales;f__SZUA-47	168.8038483	98.20207363	264.2682348	13.86051895	9142.30028	3.883787791
o__Saccharimonadales;f__UBA1547	73.3519233	0	0	0	0	0
o__Saccharimonadales;f__UBA4665	80.63726828	31.4506104	4.131940135	88.80631435	167.6195304	26.88773765
o__Saccharofermentanales;f__DTU023	0	5.769114645	0	22.06404912	4.430070579	0
o__Saccharofermentanales;f__Fastidiosipilaceae	0	21.6666863	10.6201174	0	32.23558292	0
o__SAR202;f__GCA-002694895	195.6993359	241.1630095	73.41139675	42.27147135	508.8921619	15.38402448
o__SAR202;f__GCA-2719675	5.124385879	52.86900789	9.105649458	0	23.40635469	0
o__SAR202;f__UBA2962	73.37833323	243.1977119	52.57505839	0	244.1888965	4.668155653
o__SAR202;f__UBA826	88.62794231	205.6743011	53.874161	45.21609291	253.4473662	68.58610731
o__SAR86;f__AG-339-G14	544.0794974	601.5665553	412.9479776	254.9047023	1229.848955	810.5813968
o__SAR86;f__D2472	8700.370523	7460.969099	4676.914918	1402.989466	15605.17431	1618.307488
o__SAR86;f__SAR86	784.4421597	1044.999194	587.8950895	957.2043926	2036.544001	195.9196163
o__SAR86;f__TMED112	5463.277751	4506.416	3524.927808	971.5129141	11582.63277	1066.430066
o__SBR1031;f__A4b	0	25.42379301	0	0	196.0033943	16.30893671
o__SBR1031;f__J027	0	0	0	0	396.495827	0
o__SBR1031;f__UBA3940	0	0	6.013063666	0	22.91515578	0
o__SCGC-AAA003-L08;f__GCA-2689995	61.05642283	121.5925544	35.71052653	0	177.4340304	0
o__SCGC-AAA011-G17;f__ARS1178	0	0	0	0	14.56781005	0
o__SCGC-AAA011-G17;f__GCA-2687185	0	24.41862664	7.140488161	0	43.84152685	24.06158778
o__SCGC-AAA011-G17;f__GCA-2687815	0	0	4.452920343	5.931893491	0	0
o__SCGC-AAA011-G17;f__PNOQ01	0	5.455999294	0	0	0	0
o__SCGC-AAA011-G17;f__SCGC-AAA011-G17	18.53032739	0	9.80945357	0	55.2855888	0
o__Sedimentisphaerales;f__UBA12454	0	0	0	0	20.44790754	0
o__Selenomonadales;f__Selenomonadaceae	12.80080457	0	4.043836575	0	103.7385883	6.114947654
o__SG8-24;f__GWF2-40-263	0	0	0	0	27.24191447	0
o__SG8-24;f__UBA9934	0	0	0	0	7.018983734	0
o__Silvanigrellales;f__Silvanigrellaceae	19.1210112	14.21838019	47.35866733	0	167.0856765	0
o__SJA-28;f__B-1AR	0	0	0	0	14.28471595	0
o__SLAD01;f__SLAD01	0	3.990918155	0	0	0	0
o__Sneathiellales;f__Sneathiellaceae	10.14942938	8.987384126	0	0	10.13507621	5.048243244
o__Solirubrobacterales;f__70-9	0	0	33.51418784	0	39.90204375	0
o__Solirubrobacterales;f__Solirubrobacteraceae	40.82668733	114.0880409	146.5914312	38.19282415	420.7589542	14.39173247
o__Sphaerochaetales;f__Sphaerochaetaceae	0	0	5.148385836	7.404865588	46.13716054	29.58163397
o__Sphingobacteriales;f__CAIKLP01	110.7096986	160.0431757	10.70435143	31.40306468	107.7847921	68.03056184
o__Sphingobacteriales;f__Sphingobacteriaceae	828.4173006	1793.963209	473.0941398	250.048977	4008.453921	363.2854951
o__Sphingomonadales;f__Rhodothalassiaceae	0	0	0	0	6.36216596	0
o__Sphingomonadales;f__Sphingomonadaceae	4161.80586	10695.00936	2466.245049	935.1385763	13950.15827	2242.094109
o__Staphylococcales;f__Gemellaceae	269.5455052	163.2789484	32.30402952	59.08155809	142.1398857	20.43156221
o__Staphylococcales;f__Salinicoccaceae	21.97851879	41.32338611	0	0	37.73000198	3.445319821
o__Staphylococcales;f__Staphylococcaceae	1579.829069	1329.705285	1477.28175	341.6008973	1447.082417	271.9558577
o__Steroidobacterales;f__Steroidobacteraceae	41.6035348	436.8174701	193.8145516	228.1417938	5638.933988	30.94994739
o__Streptomycetales;f__Streptomycetaceae	8.052046928	75.46960898	30.89245492	0	1555.650321	3.006785961
o__Sulfolobales;f__Pyrodictiaceae	0	0	0	0	17.86314999	0
o__SW-4-49-11;f__SW-4-49-11	0	0	0	13.88647054	49.17390666	0
o__SXXA01;f__SXXA01	8.41733182	0	12.50944641	0	7.303009514	10.21126424
o__Synergistales;f__Aminobacteriaceae	0	0	17.85694088	0	0	5.099589827
o__TANB77;f__CAG-465	62.06938975	10.30640086	0	0	29.47792134	0
o__TANB77;f__CAG-508	0	6.435146446	13.84295766	0	92.43036717	67.09695362
o__Thalassobaculales;f__Nisaeaceae	143.8583186	49.6727253	85.0605698	30.38437851	415.9377566	28.54627345
o__Thalassobaculales;f__Thalassobaculaceae	0	0	0	0	5.563509689	0
o__Thermococcales;f__Thermococcaceae	70.07257912	27.0342752	0	0	166.0223917	18.81157663
o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae	0	0	0	0	0	4.820375663
o__Thermoflexales;f__J036	0	0	0	0	7.277582425	0
o__Thermomicrobiales;f__UBA6265	0	0	0	0	4.623531464	0
o__Thermosynechococcales;f__Thermosynechococcaceae	0	0	0	0	34.62165023	0
o__Thiohalomonadales;f__Thiohalomonadaceae	0	0	0	0	14.03846721	0
o__Thiomicrospirales;f__Thiomicrospiraceae	81.48762643	119.1598728	46.36503613	22.52712487	185.1649022	19.47781234
o__Thiotrichales;f__Thiotrichaceae	67.18319742	19.15771326	11.07197449	0	95.99989291	0
o__Tissierellales;f__Peptoniphilaceae	14.90642052	17.7994565	0	15.05461899	14.00311316	6.53626305
o__Tissierellales;f__Sedimentibacteraceae	6.475693425	0	0	0	15.5415323	0
o__Tissierellales;f__Tepidimicrobiaceae	0	6.498946862	6.948704976	0	12.92260364	0
o__Tissierellales;f__Tissierellaceae	12.93646209	0	0	0	6.079180296	3.616224213
o__TMED109;f__TMED131	0	0	0	0	31.57574725	0
o__TMED127;f__TMED127	0	0	19.80537235	6.780133007	11.49236003	0
o__Treponematales;f__Treponemataceae	0	0	5.54819465	4.263554632	61.98982325	0
o__Tumebacillales;f__Tumebacillaceae	10.85440848	0	0	0	0	9.661571212
o__UBA10030;f__UBA10030	29.53147191	133.1131382	12.60584819	0	354.2309387	5.649426783
o__UBA10092;f__UBA10092	0	0	0	0	56.0248628	0
o__UBA10117;f__ARS21	56.60902127	397.1234714	309.7702112	185.7882492	4921.303748	15.97632767
o__UBA10117;f__UBA10117	0	0	0	0	3.009787066	0
o__UBA101185;f__UBA10185	7.596808694	0	4.191807104	0	5.982394649	8.404621984
o__UBA1018;f__CAIMNF01	0	0	0	0	9.850067184	0
o__UBA1018;f__UBA1018	0	0	0	0	18.27411737	0
o__UBA10834;f__UBA10834	0	6.158904908	0	0	0	0
o__UBA1113;f__UBA1113	190.6580492	56.93254109	287.0072173	0	288.6679473	0
o__UBA1127;f__UBA1127	0	15.20031778	0	0	135.8051759	0
o__UBA11346;f__UBA11346	275.3194795	196.868934	128.1586195	15.01804254	141.4318653	0
o__UBA1135;f__GCA-002686595	0	0	25.05917481	0	1758.5382	0
o__UBA1135;f__UBA1135	7.850536279	0	0	0	5.994095011	0
o__UBA1146;f__UBA1146	17.04212865	6.509578251	16.92544767	0	55.39580479	0
o__UBA1151;f__Bin127	77.79430751	84.72624178	28.70852615	4.135560221	122.804411	23.34861632
o__UBA1151;f__TMED-70	39.40209109	97.21343436	45.79522962	23.85670298	152.3571001	24.76469498
o__UBA1151;f__UBA1151	0	148.0318703	8.231710161	0	45.34868287	0
o__UBA11654;f__UBA11654	135.0454391	113.2923451	117.8318559	40.49353925	1422.511515	23.71262783
o__UBA12225;f__UBA12225	0	0	7.980552627	0	289.7516498	0
o__UBA12402;f__UBA12402	0	0	0	5.909112737	9.41587989	0
o__UBA12405;f__UBA12405	1801.06065	622.1392986	159.6180569	65.0650731	455.6422929	999.6383113
o__UBA1369;f__GCA-2718715	21.12876729	0	22.08636366	0	12.12184385	76.16651877
o__UBA1369;f__LOWO2-01-FULL-3	0	6.755751789	0	0	0	0
o__UBA1400;f__MFAQ01	0	55.21568137	0	0	126.9720665	0
o__UBA1400;f__PJMF01	124.9930906	36.84271474	0	0	82.5474207	0
o__UBA1406;f__GWC2-37-13	61.15108191	14.89316793	56.80602156	32.05851482	190.3436836	0
o__UBA1444;f__UBA1444	8.27100013	57.87736267	3.883368447	0	44.57395629	0
o__UBA1558;f__GWA2-36-10	0	24.13368654	0	3.462481565	24.79094706	0
o__UBA1845;f__Fen-1342	0	0	0	0	10.33670799	0
o__UBA2196;f__GWA2-42-15	70.85712111	0	108.1368931	52.00419689	10.92986734	0
o__UBA2361;f__CAIXSY01	13.65092018	0	0	0	169.1764256	0
o__UBA2361;f__OMII01	109.2775603	278.8248987	293.9528503	0	1299.572419	54.29293904
o__UBA2361;f__OMIW01	0	0	0	0	4.434887023	0
o__UBA2361;f__RFPC01	0	9.372411352	27.97334088	0	275.1867671	4.683210054
o__UBA2361;f__UBA2361	0	0	0	0	39.95340106	0
o__UBA2386;f__UBA2386	0	9.24246825	17.80972642	0	739.7612931	0
o__UBA2394;f__UBA2394	0	0	0	0	8.486530165	0
o__UBA2428;f__UBA2428	0	0	0	0	7.579896913	0
o__UBA2466;f__UBA2466	0	0	0	0	518.5629977	3.808837917
o__UBA2963;f__UBA2963	0	7.705964373	0	0	4.366965677	0
o__UBA2979;f__UBA2979	7.193375435	0	28.89896628	0	69.50055859	0
o__UBA2985;f__UBA2985	102.8530152	18.03815064	33.55863702	18.95736577	39.96841323	23.32742604
o__UBA2991;f__UBA2991	0	0	0	0	0	4.934770157
o__UBA3495;f__GCA-2712585	43.49844635	50.82294592	10.1098855	0	82.47660186	0
o__UBA3495;f__UBA2588	57.04506556	14.92604013	4.082836729	0	51.35368452	0
o__UBA3495;f__UBA3495	361.8454798	376.5195004	38.95906193	7.78559906	837.3741007	20.26653645
o__UBA3830;f__UBA3830	0	0	0	0	64.08392388	0
o__UBA4486;f__UBA4486	0	33.87310808	39.44362209	4.926712181	96.11787772	0
o__UBA4575;f__UBA4575	0	14.87167516	0	0	14.93063729	0
o__UBA5335;f__UBA5335	0	0	0	0	64.25587351	0
o__UBA6002;f__UBA6002	7.186750542	40.53683126	0	8.208690542	0	0
o__UBA6186;f__UBA6186	0	15.00992339	0	0	21.6219794	0
o__UBA6257;f__1-14-0-10-40-38	0	0	11.00290766	22.38570972	8.86559574	5.337538406
o__UBA6522;f__UBA6522	1182.594925	281.2713709	12.56643355	3.500558655	981.6305063	56.14543474
o__UBA6615;f__UBA6615	0	0	0	0	4.723166958	0
o__UBA6919;f__UBA6919	13.50496181	48.80276017	0	0	70.79477046	0
o__UBA6926;f__UBA6926	20.98637318	12.80425093	97.90502432	0	49.97764033	5.212312847
o__UBA6952;f__QGNO01	0	27.98533787	7.336083079	0	39.81163591	0
o__UBA6952;f__UBA6952	0	0	0	0	5.103888528	0
o__UBA727;f__VGSZ01	16.00224437	22.48280339	0	0	30.49786477	23.49690621
o__UBA7366;f__UBA7366	0	7.311753386	0	0	0	0
o__UBA7541;f__UBA7541	0	0	0	0	18.53286895	0
o__UBA7662;f__UBA7662	35.74753592	102.6068568	11.26366456	0	613.8513533	6.14869788
o__UBA7694;f__UBA7694	0	0	0	0	26.48873048	0
o__UBA7887;f__UBA7887	0	24.56316313	0	0	0	0
o__UBA7916;f__GCA-002691585	147.2625883	72.87572431	34.05105231	49.48201936	129.3978666	0
o__UBA7916;f__UBA1515	0	0	0	0	111.1247207	0
o__UBA7916;f__UBA7916	210.6192594	120.6254049	16.85157802	17.52663326	310.7634138	303.5743202
o__UBA796;f__GCA-2862545	0	0	0	0	90.99713438	0
o__UBA796;f__SXON01	69.56032483	9.836941642	6.740505997	56.96518166	1466.28543	0
o__UBA796;f__UBA2385	0	4.290709137	20.80402932	0	352.6328449	0
o__UBA7976;f__UBA1532	0	0	0	0	574.2130882	0
o__UBA828;f__UBA828	0	0	6.514267095	0	0	4.583910674
o__UBA8416;f__JADHWI01	0	0	0	0	8.746162792	0
o__UBA8890;f__UBA8898	0	40.13365395	0	0	0	0
o__UBA9042;f__UBA9042	33.57960198	9.443250414	17.21855785	11.64020302	900.8816118	0
o__UBA9160;f__UBA4427	0	0	0	0	11.39515676	0
o__UBA9339;f__UBA9339	0	0	0	0	15.00511486	0
o__UBA9570;f__UBA9570	0	0	0	0	36.46556713	0
o__UBA9983_A;f__CAIZIN01	5.608065992	0	7.852771195	0	6.498597183	0
o__UBA9983_A;f__CAIZLB01	48.72218494	26.01918128	21.21494266	75.48437432	208.0938241	50.87085529
o__UBA9983_A;f__CAJBMK01	0	0	0	0	17.97297839	0
o__UBA9983_A;f__CSBR16-119	0	0	0	0	8.459062151	0
o__UBA9983_A;f__GWA1-40-21	123.0614396	104.3081304	45.22615669	43.21657371	303.1715676	102.6644112
o__UBA9983_A;f__PALSA-1337	722.7927273	1188.91908	276.8471126	43.50388376	1094.676756	324.5719254
o__UBA9983_A;f__UBA1006	37.20513911	31.56147663	21.21004693	10.8077734	100.0053185	0
o__UBA9983_A;f__UBA11359_A	29.40929161	12.00649627	4.217688487	23.27913235	25.76638532	21.81035605
o__UBA9983_A;f__UBA11359_C	0	3.156579923	14.44186792	0	0	0
o__UBA9983_A;f__UBA1539	0	15.90385202	0	0	35.97247031	0
o__UBA9983_A;f__UBA2163	288.7535931	494.0996335	251.044488	180.4794706	1249.429516	133.9165223
o__UBA9983_A;f__UBA5272	7.596899843	0	54.0056076	17.33499731	109.0518273	6.957964759
o__UBA9983_A;f__UBA9973	365.2602621	297.2011519	217.6714754	120.1533439	1239.366966	261.093514
o__UBA9983_A;f__Zambryskibacteraceae	34.90734706	54.4486542	36.74963818	47.01910759	756.5448471	28.52012436
o__UBA9983_A;f__Zambryskibacteraceae_A	74.37187248	29.29631618	64.75224694	60.43912063	167.3600082	23.35667487
o__Undinarchaeales;f__Naiadarchaeaceae	89.83166991	0	0	0	18.11904283	0
o__Undinarchaeales;f__UBA543	0	0	0	0	15.25918964	0
o__Vampirovibrionales;f__Vampirovibrionaceae	0	0	0	0	11.02731296	0
o__Veillonellales;f__Veillonellaceae	0	0	0	0	10.37616879	0
o__Verrucomicrobiales;f__Akkermansiaceae	14038.53422	11338.83384	3966.912829	2976.67889	14363.02474	5309.827183
o__Verrucomicrobiales;f__DEV007	11.442035	203.4334957	431.5158817	0	1426.365395	0
o__Verrucomicrobiales;f__SKLO01	7.214925485	0	0	0	0	31.55877254
o__Verrucomicrobiales;f__SLCJ01	0	0	0	0	13.21860916	0
o__Verrucomicrobiales;f__V1-33	1804.719335	1586.642495	353.5418529	149.057273	235.8231643	1311.526175
o__Verrucomicrobiales;f__Verrucomicrobiaceae	1489.420336	1841.687419	2000.092203	78.53791822	10986.48075	905.0693072
o__Vicinamibacterales;f__UBA2999	0	0	3.326417305	0	88.47416194	0
o__Vicinamibacterales;f__Vicinamibacteraceae	0	0	0	0	101.2426657	0
o__Victivallales;f__Victivallaceae	0	0	0	0	0	9.260873682
o__Woesearchaeales;f__B54-G15	0	0	0	0	13.52606169	0
o__Woesearchaeales;f__B72-G16	18.55780962	156.0354441	63.49785181	11.38800031	122.0973198	0
o__Woesearchaeales;f__CG08-08-20-14	6.197486661	0	0	0	0	0
o__Woesearchaeales;f__GW2011-AR4	0	0	0	0	184.3739801	0
o__Woesearchaeales;f__GW2011-AR9	0	0	0	0	61.38156834	0
o__Woesearchaeales;f__JABMPP01	0	13.24134493	0	0	13.73884387	0
o__Woesearchaeales;f__PXDW01	7.693763666	0	0	0	0	0
o__Woesearchaeales;f__UBA10200	15.95813193	0	0	0	9.384902632	0
o__Woeseiales;f__Woeseiaceae	110.8349457	71.41566464	61.18043955	55.81038617	88.36864572	9.648933417
o__Woykebacterales;f__RBG-16-39-9b	0	0	0	5.934577571	76.37024389	0
o__WRAU01;f__WRAU01	0	12.43927448	0	0	9.058744325	0
o__WRBN01;f__WRBN01	0	0	0	0	19.14092928	0
o__WYAZ01;f__WYAZ01	0	0	0	0	20.83075934	0
o__Xanthomonadales;f__Ahniellaceae	0	0	37.563034	0	44.13145254	0
o__Xanthomonadales;f__Rhodanobacteraceae	74.26859073	147.7206964	155.6211999	381.5989008	3234.901715	62.34879359
o__Xanthomonadales;f__SZUA-36	23.56864905	19.62811693	0	0	92.58643934	5.622934661
o__Xanthomonadales;f__Wenzhouxiangellaceae	76.73668118	14.08193977	5.139094017	29.78965439	57.98854966	8.807797383
o__Xanthomonadales;f__Xanthomonadaceae	503.931745	1935.274768	607.7928916	61.26963648	3709.688309	378.8688196
o__ZOR0006;f__BHER01	0	6.725957816	0	0	0	0
o__ZOR0006;f__VBWP01	48.99224727	18.04596194	0	0	58.36162918	22.09636982
Unclassified	1552788.251	2171252.85	1053936.77	481190.2868	6463747.077	574435.1147
